시리즈,선형번호,프루드수_Fn,전저항_Rt/Δ×10³
Delft,Delft-62,0.374960997,15.24692809
Delft,Delft-62,0.39999878,23.31361679
Delft,Delft-62,0.425036563,33.64075123
Delft,Delft-62,0.449973388,44.87649621
Delft,Delft-62,0.475011171,55.3809205
Delft,Delft-62,0.500048954,65.64157124
Delft,Delft-62,0.524985779,73.57529254
Delft,Delft-62,0.550023562,81.57549755
Delft,Delft-62,0.575061345,89.75299241
Delft,Delft-62,0.59999817,96.66729701
Delft,Delft-71,0.148805693,0.996606346
Delft,Delft-71,0.175659367,1.395248884
Delft,Delft-71,0.200191106,2.0153595
Delft,Delft-71,0.224419984,2.524736077
Delft,Delft-71,0.249658399,3.410608384
Delft,Delft-71,0.274291091,5.049472153
Delft,Delft-71,0.299125691,7.020538038
Delft,Delft-71,0.323253616,9.190925191
Delft,Delft-71,0.348088216,11.64922084
Delft,Delft-71,0.372922816,15.59135261
Delft,Delft-71,0.397757416,22.67833107
Delft,Delft-71,0.422592016,31.93569669
Delft,Delft-71,0.447426616,42.61045799
Delft,Delft-71,0.471756448,52.95301719
Delft,Delft-71,0.496893909,61.21377645
Delft,Delft-71,0.523747583,70.2718208
Delft,Delft-71,0.548077414,76.78298226
Delft,Delft-71,0.573113922,82.51900545
Delft,Delft-71,0.597948522,88.16644141
Delft,Delft-71,0.622783122,92.57365614
Delft,Delft-71,0.647213907,97.44595383
Delft,Delft-71,0.672048508,101.1444707
Delft,Delft-71,0.695772617,105.8617408
Delft,Delft-71,0.721414847,107.5448981
Delft,Delft-71,0.74604754,112.8379852
Delft,Delft-72,0.148206778,1.065026187
Delft,Delft-72,0.175309173,1.927190244
Delft,Delft-72,0.199792005,2.789354301
Delft,Delft-72,0.223670324,3.854380488
Delft,Delft-72,0.248959176,5.223699872
Delft,Delft-72,0.273744265,6.897312452
Delft,Delft-72,0.298327851,8.925933762
Delft,Delft-72,0.322609179,11.05598614
Delft,Delft-72,0.347394268,14.35249576
Delft,Delft-72,0.372179358,17.39542773
Delft,Delft-72,0.396964448,21.60481695
Delft,Delft-72,0.421749538,27.28495661
Delft,Delft-72,0.446333123,33.16795841
Delft,Delft-72,0.471118213,39.30453787
Delft,Delft-72,0.495903303,44.73109987
Delft,Delft-72,0.522401184,50.61410167
Delft,Delft-72,0.547186274,55.63493941
Delft,Delft-72,0.571568354,59.74289756
Delft,Delft-72,0.596554949,65.87947702
Delft,Delft-72,0.621340039,70.69745263
Delft,Delft-72,0.646125129,75.46471271
Delft,Delft-72,0.670507209,79.1669466
Delft,Delft-72,0.694990042,84.18778434
Delft,Delft-72,0.719573627,89.05647549
Delft,Delft-72,0.744560222,93.5701579
Delft,Delft-73,0.148286106,1.192581285
Delft,Delft-73,0.175641814,1.964251528
Delft,Delft-73,0.199969215,2.770997691
Delft,Delft-73,0.224094729,3.647895694
Delft,Delft-73,0.249229678,5.19123618
Delft,Delft-73,0.274061796,6.348741545
Delft,Delft-73,0.298893915,8.628676353
Delft,Delft-73,0.323221316,10.55785196
Delft,Delft-73,0.348255321,12.76763493
Delft,Delft-73,0.372885553,16.45060654
Delft,Delft-73,0.397717671,22.09782969
Delft,Delft-73,0.422347903,28.16596387
Delft,Delft-73,0.447180021,36.89986798
Delft,Delft-73,0.471709309,44.54641857
Delft,Delft-73,0.497954638,51.42129892
Delft,Delft-73,0.523695249,58.71709031
Delft,Delft-73,0.548022649,64.43446529
Delft,Delft-73,0.572854768,70.04661251
Delft,Delft-73,0.597484999,75.44830421
Delft,Delft-73,0.622519005,80.56938855
Delft,Delft-73,0.647149236,86.18153577
Delft,Delft-73,0.671779468,90.39064619
Delft,Delft-73,0.696611587,95.82741381
Delft,Delft-73,0.721140874,100.7029667
Delft,Delft-73,0.745972993,103.193357
Il Moro di Venezia,Il Moro di Venezia-IACC2,0.189088718,2.477608268
Il Moro di Venezia,Il Moro di Venezia-IACC2,0.226906461,3.83202664
Il Moro di Venezia,Il Moro di Venezia-IACC2,0.264724205,5.623105374
Il Moro di Venezia,Il Moro di Venezia-IACC2,0.302541948,8.312712426
Il Moro di Venezia,Il Moro di Venezia-IACC2,0.340359692,11.8961519
Il Moro di Venezia,Il Moro di Venezia-IACC2,0.378177435,19.20004602
Il Moro di Venezia,Il Moro di Venezia-IACC2,0.491630666,61.24582945
Il Moro di Venezia,Il Moro di Venezia-IACC2,0.64290164,100.9701259
Il Moro di Venezia,Il Moro di Venezia-IACC3,0.189693158,2.723486233
Il Moro di Venezia,Il Moro di Venezia-IACC3,0.22763179,4.102502774
Il Moro di Venezia,Il Moro di Venezia-IACC3,0.265570422,5.953278453
Il Moro di Venezia,Il Moro di Venezia-IACC3,0.303509053,8.597717824
Il Moro di Venezia,Il Moro di Venezia-IACC3,0.341447685,12.01052759
Il Moro di Venezia,Il Moro di Venezia-IACC3,0.379386317,18.87859657
Il Moro di Venezia,Il Moro di Venezia-IACC3,0.493202211,57.99699265
Il Moro di Venezia,Il Moro di Venezia-IACC3,0.644956738,96.26252403
Il Moro di Venezia,Il Moro di Venezia-IACC4,0.189189056,2.277621379
Il Moro di Venezia,Il Moro di Venezia-IACC4,0.227026868,3.585398068
Il Moro di Venezia,Il Moro di Venezia-IACC4,0.264864679,5.291218716
Il Moro di Venezia,Il Moro di Venezia-IACC4,0.30270249,8.22636322
Il Moro di Venezia,Il Moro di Venezia-IACC4,0.340540302,11.89030618
Il Moro di Venezia,Il Moro di Venezia-IACC4,0.378378113,18.57888393
Il Moro di Venezia,Il Moro di Venezia-IACC4,0.491891547,58.92444354
Il Moro di Venezia,Il Moro di Venezia-IACC4,0.567567169,81.70946805
Il Moro di Venezia,Il Moro di Venezia-IACC5,0.189541505,2.625016781
Il Moro di Venezia,Il Moro di Venezia-IACC5,0.227449806,3.963719786
Il Moro di Venezia,Il Moro di Venezia-IACC5,0.265358107,5.811950927
Il Moro di Venezia,Il Moro di Venezia-IACC5,0.303266408,8.311540245
Il Moro di Venezia,Il Moro di Venezia-IACC5,0.341174709,12.01883111
Il Moro di Venezia,Il Moro di Venezia-IACC5,0.37908301,19.86707084
Il Moro di Venezia,Il Moro di Venezia-IACC5,0.492807912,63.15408534
Il Moro di Venezia,Il Moro di Venezia-IACC5,0.644441116,104.6789366
Il Moro di Venezia,Il Moro di Venezia-IACC6,0.192433858,2.516309177
Il Moro di Venezia,Il Moro di Venezia-IACC6,0.23092063,3.926567704
Il Moro di Venezia,Il Moro di Venezia-IACC6,0.269407402,5.754723367
Il Moro di Venezia,Il Moro di Venezia-IACC6,0.307894173,8.345155053
Il Moro di Venezia,Il Moro di Venezia-IACC6,0.346380945,11.73824451
Il Moro di Venezia,Il Moro di Venezia-IACC6,0.384867717,18.31302653
Il Moro di Venezia,Il Moro di Venezia-IACC6,0.500328032,57.42218441
Il Moro di Venezia,Il Moro di Venezia-IACC6,0.654275118,95.99054204
Il Moro di Venezia,Il Moro di Venezia-IACC7,0.189491034,2.559960005
Il Moro di Venezia,Il Moro di Venezia-IACC7,0.227389241,3.753128865
Il Moro di Venezia,Il Moro di Venezia-IACC7,0.265287448,5.614674892
Il Moro di Venezia,Il Moro di Venezia-IACC7,0.303185655,8.274688712
Il Moro di Venezia,Il Moro di Venezia-IACC7,0.341083862,11.96447308
Il Moro di Venezia,Il Moro di Venezia-IACC7,0.378982069,19.26528849
Il Moro di Venezia,Il Moro di Venezia-IACC7,0.49267669,62.02937677
Il Moro di Venezia,Il Moro di Venezia-IACC9,0.227692548,3.44604464
Il Moro di Venezia,Il Moro di Venezia-IACC9,0.303590065,7.446301835
Il Moro di Venezia,Il Moro di Venezia-IACC9,0.341538823,10.9643763
Il Moro di Venezia,Il Moro di Venezia-IACC9,0.379487581,18.07160554
Il Moro di Venezia,Il Moro di Venezia-IACC9,0.493333855,58.56880184
Il Moro di Venezia,Il Moro di Venezia-IACC10,0.189693158,2.871552699
Il Moro di Venezia,Il Moro di Venezia-IACC10,0.22763179,4.327023736
Il Moro di Venezia,Il Moro di Venezia-IACC10,0.265570422,6.441748206
Il Moro di Venezia,Il Moro di Venezia-IACC10,0.303509053,9.717658684
Il Moro di Venezia,Il Moro di Venezia-IACC10,0.341447685,13.96353732
Il Moro di Venezia,Il Moro di Venezia-IACC10,0.379386317,21.44536977
Il Moro di Venezia,Il Moro di Venezia-IACC10,0.417324948,34.2893232
Il Moro di Venezia,Il Moro di Venezia-IACC10,0.493202211,65.37068777
Il Moro di Venezia,Il Moro di Venezia-IACC10,0.531140843,77.22355958
Il Moro di Venezia,Il Moro di Venezia-IACC11,0.191022919,2.288907725
Il Moro di Venezia,Il Moro di Venezia-IACC11,0.229227503,3.604786266
Il Moro di Venezia,Il Moro di Venezia-IACC11,0.267432087,5.478120812
Il Moro di Venezia,Il Moro di Venezia-IACC11,0.30563667,7.644633822
Il Moro di Venezia,Il Moro di Venezia-IACC11,0.343841254,10.47130097
Il Moro di Venezia,Il Moro di Venezia-IACC11,0.382045838,16.67283158
Il Moro di Venezia,Il Moro di Venezia-IACC11,0.496659589,53.09951972
Il Moro di Venezia,Il Moro di Venezia-IACC11,0.649477925,90.04610009
Il Moro di Venezia,Il Moro di Venezia-IACC14,0.188539693,2.363392995
Il Moro di Venezia,Il Moro di Venezia-IACC14,0.226247631,3.517582877
Il Moro di Venezia,Il Moro di Venezia-IACC14,0.26395557,5.214022994
Il Moro di Venezia,Il Moro di Venezia-IACC14,0.301663508,7.920799843
Il Moro di Venezia,Il Moro di Venezia-IACC14,0.339371447,11.13868404
Il Moro di Venezia,Il Moro di Venezia-IACC14,0.377079386,17.21381261
Il Moro di Venezia,Il Moro di Venezia-IACC14,0.414787324,28.45442639
Il Moro di Venezia,Il Moro di Venezia-IACC14,0.452495263,43.12704325
Il Moro di Venezia,Il Moro di Venezia-IACC14,0.490203201,58.60473353
Il Moro di Venezia,Il Moro di Venezia-IACC14,0.641034956,100.3572274
Il Moro di Venezia,Il Moro di Venezia-IACC15,0.187946177,2.05479887
Il Moro di Venezia,Il Moro di Venezia-IACC15,0.225535412,3.307396122
Il Moro di Venezia,Il Moro di Venezia-IACC15,0.263124648,5.031181495
Il Moro di Venezia,Il Moro di Venezia-IACC15,0.300713883,7.638410633
Il Moro di Venezia,Il Moro di Venezia-IACC15,0.338303119,10.83003059
Il Moro di Venezia,Il Moro di Venezia-IACC15,0.375892354,16.53164809
Il Moro di Venezia,Il Moro di Venezia-IACC15,0.48866006,56.54243431
Il Moro di Venezia,Il Moro di Venezia-IACC15,0.639017002,98.62444133
Il Moro di Venezia,Il Moro di Venezia-IACC16,0.18974379,2.556200996
Il Moro di Venezia,Il Moro di Venezia-IACC16,0.227692548,3.809968745
Il Moro di Venezia,Il Moro di Venezia-IACC16,0.265641306,5.559848267
Il Moro di Venezia,Il Moro di Venezia-IACC16,0.303590065,8.285320616
Il Moro di Venezia,Il Moro di Venezia-IACC16,0.341538823,11.88778247
Il Moro di Venezia,Il Moro di Venezia-IACC16,0.379487581,19.3756975
Il Moro di Venezia,Il Moro di Venezia-IACC16,0.493333855,61.93293824
Il Moro di Venezia,Il Moro di Venezia-IACC17,0.191022919,1.984037608
Il Moro di Venezia,Il Moro di Venezia-IACC17,0.229227503,3.063017556
Il Moro di Venezia,Il Moro di Venezia-IACC17,0.267432087,4.614440073
Il Moro di Venezia,Il Moro di Venezia-IACC17,0.30563667,7.143247744
Il Moro di Venezia,Il Moro di Venezia-IACC17,0.343841254,10.25169447
Il Moro di Venezia,Il Moro di Venezia-IACC17,0.382045838,16.03222729
Il Moro di Venezia,Il Moro di Venezia-IACC17,0.496659589,55.95603209
Il Moro di Venezia,Il Moro di Venezia-IACC19,0.190405719,2.08739717
Il Moro di Venezia,Il Moro di Venezia-IACC19,0.228486863,3.076357272
Il Moro di Venezia,Il Moro di Venezia-IACC19,0.266568006,4.754665167
Il Moro di Venezia,Il Moro di Venezia-IACC19,0.30464915,7.122948724
Il Moro di Venezia,Il Moro di Venezia-IACC19,0.342730294,10.00127927
Il Moro di Venezia,Il Moro di Venezia-IACC19,0.380811438,15.7853222
Il Moro di Venezia,Il Moro di Venezia-IACC19,0.495054869,55.25013458
US Sailing,US Sailing-1,0.094336559,0.334691465
US Sailing,US Sailing-1,0.104372913,0.385449867
US Sailing,US Sailing-1,0.113827263,0.47298772
US Sailing,US Sailing-1,0.123307479,0.536688682
US Sailing,US Sailing-1,0.132865296,0.613890175
US Sailing,US Sailing-1,0.142190311,0.699129882
US Sailing,US Sailing-1,0.142345512,0.700361299
US Sailing,US Sailing-1,0.151877462,0.817851689
US Sailing,US Sailing-1,0.161331812,0.899258893
US Sailing,US Sailing-1,0.170902562,1.013072662
US Sailing,US Sailing-1,0.180382779,1.117295341
US Sailing,US Sailing-1,0.189513792,1.256904545
US Sailing,US Sailing-1,0.213686403,1.643617179
US Sailing,US Sailing-1,0.23735461,2.126523252
US Sailing,US Sailing-1,0.261061618,2.789851041
US Sailing,US Sailing-1,0.285001427,3.709430136
US Sailing,US Sailing-1,0.308346298,4.58247145
US Sailing,US Sailing-1,0.332402509,6.517531646
US Sailing,US Sailing-1,0.356264718,10.75204254
US Sailing,US Sailing-1,0.379971725,18.33858743
US Sailing,US Sailing-1,0.4037434,28.93027328
US Sailing,US Sailing-1,0.427657342,42.55973391
US Sailing,US Sailing-1,0.451351416,57.48149384
US Sailing,US Sailing-1,0.475136025,71.62118413
US Sailing,US Sailing-1,0.4989465,82.91088785
US Sailing,US Sailing-2,0.085109564,0.375960336
US Sailing,US Sailing-2,0.0937052,0.451698265
US Sailing,US Sailing-2,0.102266037,0.529124392
US Sailing,US Sailing-2,0.110710873,0.608916945
US Sailing,US Sailing-2,0.11935291,0.694617335
US Sailing,US Sailing-2,0.127913747,0.792315089
US Sailing,US Sailing-2,0.136555784,0.910360764
US Sailing,US Sailing-2,0.144965819,1.02754531
US Sailing,US Sailing-2,0.153596256,1.133782115
US Sailing,US Sailing-2,0.162041092,1.282850981
US Sailing,US Sailing-2,0.170590329,1.407493345
US Sailing,US Sailing-2,0.192050421,1.827553122
US Sailing,US Sailing-2,0.213255311,2.391460936
US Sailing,US Sailing-2,0.234761803,3.064715731
US Sailing,US Sailing-2,0.256105894,4.086233717
US Sailing,US Sailing-2,0.277426785,5.178561131
US Sailing,US Sailing-2,0.298747677,7.174171743
US Sailing,US Sailing-2,0.320207768,11.19187101
US Sailing,US Sailing-2,0.34158666,18.30046926
US Sailing,US Sailing-2,0.362930751,28.24204435
US Sailing,US Sailing-2,0.384437243,41.63466335
US Sailing,US Sailing-2,0.405676934,56.99029935
US Sailing,US Sailing-3,0.094620349,0.404888031
US Sailing,US Sailing-3,0.104362586,0.489757482
US Sailing,US Sailing-3,0.114078879,0.546796383
US Sailing,US Sailing-3,0.123652476,0.654542813
US Sailing,US Sailing-3,0.132888792,0.742350609
US Sailing,US Sailing-3,0.14263103,0.849326005
US Sailing,US Sailing-3,0.152373268,0.973828495
US Sailing,US Sailing-3,0.161453915,1.074078125
US Sailing,US Sailing-3,0.171118319,1.20817005
US Sailing,US Sailing-3,0.18082164,1.372627468
US Sailing,US Sailing-3,0.1900839,1.519725123
US Sailing,US Sailing-3,0.213927087,1.991021839
US Sailing,US Sailing-3,0.237887024,2.575894987
US Sailing,US Sailing-3,0.261846961,3.405600616
US Sailing,US Sailing-3,0.285767982,4.487079603
US Sailing,US Sailing-3,0.309221998,5.885892798
US Sailing,US Sailing-3,0.333143018,7.959387982
US Sailing,US Sailing-3,0.357115928,11.95610096
US Sailing,US Sailing-3,0.381062893,19.15437549
US Sailing,US Sailing-3,0.404685549,28.72838129
US Sailing,US Sailing-3,0.428645487,42.49667311
US Sailing,US Sailing-3,0.452410839,58.24676689
US Sailing,US Sailing-4,0.101921433,0.780630069
US Sailing,US Sailing-4,0.127024015,1.125624828
US Sailing,US Sailing-4,0.152712802,1.633701402
US Sailing,US Sailing-4,0.178115,2.130431413
US Sailing,US Sailing-4,0.203751679,2.853634095
US Sailing,US Sailing-4,0.229114796,3.65256277
US Sailing,US Sailing-4,0.254477914,4.689783497
US Sailing,US Sailing-4,0.280075513,6.010772717
US Sailing,US Sailing-4,0.305451657,7.818747342
US Sailing,US Sailing-4,0.330932016,9.641724931
US Sailing,US Sailing-4,0.356360267,12.59990956
US Sailing,US Sailing-4,0.381918786,18.01185064
US Sailing,US Sailing-4,0.407281903,26.53021336
US Sailing,US Sailing-4,0.432931609,38.40921886
US Sailing,US Sailing-4,0.458255646,51.84360964
US Sailing,US Sailing-4,0.48399654,66.19378497
US Sailing,US Sailing-4,0.509177283,78.74852481
US Sailing,US Sailing-4,0.560164053,99.20509866
US Sailing,US Sailing-4,0.61112477,115.745905
US Sailing,US Sailing-5,0.101662514,0.851741686
US Sailing,US Sailing-5,0.126478287,1.246983365
US Sailing,US Sailing-5,0.152532892,1.784616292
US Sailing,US Sailing-5,0.177648592,2.376079438
US Sailing,US Sailing-5,0.203585835,3.144118329
US Sailing,US Sailing-5,0.229040584,4.088141417
US Sailing,US Sailing-5,0.254443172,5.249633591
US Sailing,US Sailing-5,0.280015285,6.710972491
US Sailing,US Sailing-5,0.305391792,8.666009529
US Sailing,US Sailing-5,0.328720966,10.71666166
US Sailing,US Sailing-5,0.356366493,14.00268573
US Sailing,US Sailing-5,0.381977727,19.38200319
US Sailing,US Sailing-5,0.407132548,28.16484596
US Sailing,US Sailing-5,0.43305675,39.72813127
US Sailing,US Sailing-5,0.458224612,53.73211382
US Sailing,US Sailing-5,0.483679361,68.44747937
US Sailing,US Sailing-5,0.509212353,81.6849589
US Sailing,US Sailing-5,0.560174013,103.1008754
US Sailing,US Sailing-5,0.611148714,121.5541287
US Sailing,US Sailing-6,0.101459495,0.927387141
US Sailing,US Sailing-6,0.126889541,1.402724785
US Sailing,US Sailing-6,0.152319587,1.961593357
US Sailing,US Sailing-6,0.177671426,2.688691478
US Sailing,US Sailing-6,0.203349125,3.505209108
US Sailing,US Sailing-6,0.228779171,4.572014473
US Sailing,US Sailing-6,0.254183148,5.892813102
US Sailing,US Sailing-6,0.279730503,7.580687391
US Sailing,US Sailing-6,0.30513448,9.579886538
US Sailing,US Sailing-6,0.328413855,11.87172829
US Sailing,US Sailing-6,0.328479027,11.81607019
US Sailing,US Sailing-6,0.356072777,15.38261816
US Sailing,US Sailing-6,0.381620132,20.91451937
US Sailing,US Sailing-6,0.407011075,29.66137742
US Sailing,US Sailing-6,0.432662705,41.03155666
US Sailing,US Sailing-6,0.458066682,53.58115793
US Sailing,US Sailing-6,0.483483693,68.01738277
US Sailing,US Sailing-6,0.509004979,82.06283903
US Sailing,US Sailing-6,0.559969345,105.0766538
US Sailing,US Sailing-6,0.610907643,124.6038477
US Sailing,US Sailing-7,0.107756814,1.422310388
US Sailing,US Sailing-7,0.118486641,1.628742649
US Sailing,US Sailing-7,0.128967547,1.910961493
US Sailing,US Sailing-7,0.134050786,2.024759738
US Sailing,US Sailing-7,0.140941982,2.262855795
US Sailing,US Sailing-7,0.151671809,2.570402772
US Sailing,US Sailing-7,0.161785883,2.96515982
US Sailing,US Sailing-7,0.172777733,3.385176151
US Sailing,US Sailing-7,0.182629785,3.699829406
US Sailing,US Sailing-7,0.18847289,3.994312649
US Sailing,US Sailing-7,0.195206872,4.249264152
US Sailing,US Sailing-7,0.205072025,4.725943406
US Sailing,US Sailing-7,0.215395717,5.227554817
US Sailing,US Sailing-7,0.242410252,6.63287229
US Sailing,US Sailing-7,0.269372382,8.443111304
US Sailing,US Sailing-7,0.296229703,10.76519762
US Sailing,US Sailing-7,0.323139429,13.31062531
US Sailing,US Sailing-7,0.350062256,16.21890482
US Sailing,US Sailing-7,0.377351915,20.26786806
US Sailing,US Sailing-7,0.404117528,27.04647823
US Sailing,US Sailing-7,0.431053456,36.67711106
US Sailing,US Sailing-7,0.458067991,48.82441908
US Sailing,US Sailing-7,0.484768099,62.01635352
US Sailing,US Sailing-7,0.511782634,74.34655356
US Sailing,US Sailing-7,0.538456539,85.57416437
US Sailing,US Sailing-7,0.592328395,104.1253244
US Sailing,US Sailing-7,0.646305061,119.2492774
US Sailing,US Sailing-8,0.108037995,1.371485011
US Sailing,US Sailing-8,0.119160905,1.659333607
US Sailing,US Sailing-8,0.129023131,2.114471866
US Sailing,US Sailing-8,0.134998248,2.253670162
US Sailing,US Sailing-8,0.140933968,2.441480386
US Sailing,US Sailing-8,0.151439669,2.592215918
US Sailing,US Sailing-8,0.161984765,3.205057358
US Sailing,US Sailing-8,0.172083369,3.605089365
US Sailing,US Sailing-8,0.183862886,3.987213929
US Sailing,US Sailing-8,0.189063207,4.304625162
US Sailing,US Sailing-8,0.19414534,4.547295818
US Sailing,US Sailing-8,0.194552436,4.297249652
US Sailing,US Sailing-8,0.204335869,5.107764072
US Sailing,US Sailing-8,0.21620731,5.373733851
US Sailing,US Sailing-8,0.243154431,7.345299442
US Sailing,US Sailing-8,0.270364195,9.293839493
US Sailing,US Sailing-8,0.297350712,11.70093788
US Sailing,US Sailing-8,0.326937391,14.93213867
US Sailing,US Sailing-8,0.35115303,17.61953691
US Sailing,US Sailing-8,0.378494114,22.04652802
US Sailing,US Sailing-8,0.40553316,28.80986275
US Sailing,US Sailing-8,0.432178242,38.75148115
US Sailing,US Sailing-8,0.459256685,50.93697582
US Sailing,US Sailing-8,0.486164409,64.10631842
US Sailing,US Sailing-8,0.513321644,76.69254136
US Sailing,US Sailing-8,0.54029503,89.03875209
US Sailing,US Sailing-8,0.594268064,108.9075213
US Sailing,US Sailing-8,0.648464345,125.5987672
US Sailing,US Sailing-9,0.108086657,1.673376753
US Sailing,US Sailing-9,0.119610457,2.034327674
US Sailing,US Sailing-9,0.129514339,2.338234623
US Sailing,US Sailing-9,0.135875477,2.531847921
US Sailing,US Sailing-9,0.152166837,3.144008746
US Sailing,US Sailing-9,0.162465822,3.583696823
US Sailing,US Sailing-9,0.17359452,4.059206515
US Sailing,US Sailing-9,0.184446647,4.539509253
US Sailing,US Sailing-9,0.190320492,4.85083149
US Sailing,US Sailing-9,0.195246093,5.088056272
US Sailing,US Sailing-9,0.20603237,5.68455183
US Sailing,US Sailing-9,0.216660606,6.30773585
US Sailing,US Sailing-9,0.243856773,8.191808042
US Sailing,US Sailing-9,0.271303172,10.31090454
US Sailing,US Sailing-9,0.298025217,12.99451335
US Sailing,US Sailing-9,0.325313575,16.07860739
US Sailing,US Sailing-9,0.352404382,19.59326992
US Sailing,US Sailing-9,0.379495189,24.17563194
US Sailing,US Sailing-9,0.406520146,31.41746695
US Sailing,US Sailing-9,0.433848014,41.43820067
US Sailing,US Sailing-9,0.461096862,53.69181173
US Sailing,US Sailing-9,0.487950608,67.25569353
US Sailing,US Sailing-9,0.515067755,80.78983187
US Sailing,US Sailing-9,0.542013691,93.81385178
US Sailing,US Sailing-9,0.596103115,115.5991182
US Sailing,US Sailing-9,0.650363749,134.8115059
